rank,cadence,rainy_amount,rsi_threshold,contributions_cad,end_equity_cad,cagr,max_drawdown,hit_rate,rainy_total,rainy_hits,rainy_misses,years
1,biweekly,150.0,50,104500.0,625046.3001923142,0.33754633134093903,-0.27488458744170174,0.6666666666666666,168,112,56,22.135523613963038
2,weekly,100.0,45,104600.0,623283.8255109686,0.3373757171879783,-0.27453466930095294,0.8284313725490197,204,169,35,22.135523613963038
