date,equity,shares_value,cash_pool,contrib_cum,contrib_today
2005-01-11,6411.091317301564,5991.091317301564,420.0,5950.0,0.0
2005-01-12,6345.04924122786,5925.04924122786,420.0,5950.0,0.0
2005-01-13,6301.002736977076,5881.002736977076,420.0,5950.0,0.0
2005-01-14,6387.083047002181,5967.083047002181,420.0,5950.0,0.0
2005-01-18,6501.829025044511,6081.829025044511,420.0,5950.0,0.0
2005-01-19,6462.2936415937675,6042.2936415937675,420.0,5950.0,0.0
2005-01-20,6447.48636825831,6027.48636825831,420.0,5950.0,0.0
2005-01-21,6328.459796956724,5908.459796956724,420.0,5950.0,0.0
2005-01-24,6352.699828538298,5932.699828538298,420.0,5950.0,0.0
2005-01-25,6423.457007582221,6003.457007582221,420.0,5950.0,0.0
2005-01-26,6431.684916918504,6011.684916918504,420.0,5950.0,0.0
2005-01-27,6463.920401011272,6043.920401011272,420.0,5950.0,0.0
2005-01-28,6466.850963432181,6046.850963432181,420.0,5950.0,0.0
2005-01-31,6515.252848920648,6095.252848920648,420.0,5950.0,0.0
2005-02-01,6512.396413585708,6092.396413585708,420.0,5950.0,0.0
2005-02-02,6559.6133139832,6139.6133139832,420.0,5950.0,0.0
2005-02-03,6737.511454436762,6287.511454436762,450.0,6100.0,150.0
2005-02-04,6849.717649720687,6399.717649720687,450.0,6100.0,0.0
2005-02-07,6871.3882122178165,6421.3882122178165,450.0,6100.0,0.0
2005-02-08,6846.092752554448,6396.092752554448,450.0,6100.0,0.0
2005-02-09,6792.1044539802915,6342.1044539802915,450.0,6100.0,0.0
2005-02-10,6786.901932293157,6336.901932293157,450.0,6100.0,0.0
2005-02-11,6800.241037334154,6350.241037334154,450.0,6100.0,0.0
2005-02-14,6795.510982700572,6345.510982700572,450.0,6100.0,0.0
2005-02-15,6803.1712942974145,6353.1712942974145,450.0,6100.0,0.0
2005-02-16,6836.805798810528,6386.805798810528,450.0,6100.0,0.0
2005-02-17,6923.158143197656,6443.158143197656,480.0,6250.0,150.0
2005-02-18,6965.347729611325,6485.347729611325,480.0,6250.0,0.0
2005-02-22,6822.873987349906,6342.873987349906,480.0,6250.0,0.0
2005-02-23,6985.060209240088,6505.060209240088,480.0,6250.0,0.0
2005-02-24,6987.691747832642,6507.691747832642,480.0,6250.0,0.0
2005-02-25,7048.918620015437,6568.918620015437,480.0,6250.0,0.0
2005-02-28,6975.644800023782,6495.644800023782,480.0,6250.0,0.0
2005-03-01,7042.331997590632,6562.331997590632,480.0,6250.0,0.0
2005-03-02,7025.337650036789,6545.337650036789,480.0,6250.0,0.0
2005-03-03,7236.06634710484,6726.06634710484,510.0,6400.0,150.0
2005-03-04,7254.684830204667,6744.684830204667,510.0,6400.0,0.0
2005-03-07,7241.5423487228245,6731.5423487228245,510.0,6400.0,0.0
2005-03-08,7126.805748027834,6616.805748027834,510.0,6400.0,0.0
2005-03-09,7021.398915586824,6511.398915586824,510.0,6400.0,0.0
2005-03-10,7015.372180501194,6505.372180501194,510.0,6400.0,0.0
2005-03-11,6986.418124815834,6476.418124815834,510.0,6400.0,0.0
2005-03-14,7037.033877949311,6527.033877949311,510.0,6400.0,0.0
2005-03-15,6982.080247935315,6472.080247935315,510.0,6400.0,0.0
2005-03-16,6903.2132786160955,6393.2132786160955,510.0,6400.0,0.0
2005-03-17,7086.50692907914,6546.50692907914,540.0,6550.0,150.0
2005-03-18,7063.26850243805,6523.26850243805,540.0,6550.0,0.0
2005-03-21,7094.282350744572,6554.282350744572,540.0,6550.0,0.0
2005-03-22,7020.182048525542,6480.182048525542,540.0,6550.0,0.0
2005-03-23,7059.518250081567,6519.518250081567,540.0,6550.0,0.0
2005-03-24,7067.854936267537,6527.854936267537,540.0,6550.0,0.0
2005-03-28,7094.540920611845,6554.540920611845,540.0,6550.0,0.0
2005-03-29,7004.482764260636,6464.482764260636,540.0,6550.0,0.0
2005-03-30,7132.316251033259,6592.316251033259,540.0,6550.0,0.0
2005-03-31,7081.646552565954,6541.646552565954,540.0,6550.0,0.0
2005-04-01,7072.710644319897,6532.710644319897,540.0,6550.0,0.0
2005-04-04,7312.373235921055,6892.373235921055,420.0,6850.0,300.0
2005-04-05,7322.526507939431,6902.526507939431,420.0,6850.0,0.0
2005-04-06,7369.78270805971,6949.78270805971,420.0,6850.0,0.0
2005-04-07,7408.995989289975,6988.995989289975,420.0,6850.0,0.0
2005-04-08,7377.039808898413,6957.039808898413,420.0,6850.0,0.0
2005-04-11,7401.5925342018945,6981.5925342018945,420.0,6850.0,0.0
2005-04-12,7462.122457975661,7042.122457975661,420.0,6850.0,0.0
2005-04-13,7378.50292806214,6958.50292806214,420.0,6850.0,0.0
2005-04-14,7314.375910175442,6894.375910175442,420.0,6850.0,0.0
