date,equity,shares_value,cash_pool
2005-07-12,8425.066633540719,8005.0666335407195,420.0
2005-07-13,8466.149530968018,8046.149530968017,420.0
2005-07-14,8509.723171175077,8089.723171175077,420.0
2005-07-15,8569.90131617474,8149.901316174741,420.0
2005-07-18,8696.102139992156,8246.102139992156,450.0
2005-07-19,8757.611173183986,8307.611173183986,450.0
2005-07-20,8804.428550255587,8354.428550255587,450.0
2005-07-21,8718.32657573292,8268.32657573292,450.0
2005-07-22,8764.67892559713,8314.67892559713,450.0
2005-07-25,8758.176355853577,8308.176355853577,450.0
2005-07-26,8856.400597786154,8406.400597786154,450.0
2005-07-27,8918.60236122334,8468.60236122334,450.0
2005-07-28,8934.713694011,8484.713694011,450.0
2005-07-29,8725.374525965413,8275.374525965413,450.0
2005-08-01,8743.321987046898,8293.321987046898,450.0
2005-08-02,8838.416462975607,8388.416462975607,450.0
2005-08-03,9029.622013501632,8549.622013501632,480.0
2005-08-04,8931.784747200292,8451.784747200292,480.0
2005-08-05,8874.40005465121,8394.40005465121,480.0
2005-08-08,8870.439526224047,8390.439526224047,480.0
2005-08-09,8918.279638398795,8438.279638398795,480.0
2005-08-10,8898.188736832803,8418.188736832803,480.0
2005-08-11,8869.522050476806,8389.522050476806,480.0
2005-08-12,8787.50970845635,8307.50970845635,480.0
2005-08-15,8852.074366445811,8372.074366445811,480.0
2005-08-16,8737.701721156145,8257.701721156145,480.0
2005-08-17,9015.519948098068,8505.519948098068,510.0
2005-08-18,9050.580851564753,8540.580851564753,510.0
2005-08-19,9018.857730059837,8508.857730059837,510.0
2005-08-22,8952.805966343898,8442.805966343898,510.0
2005-08-23,8909.589822739412,8399.589822739412,510.0
2005-08-24,8782.560679956363,8272.560679956363,510.0
2005-08-25,8819.580979779457,8309.580979779457,510.0
2005-08-26,8814.13490239074,8304.13490239074,510.0
2005-08-29,8876.690558246199,8366.690558246199,510.0
2005-08-30,8782.677808606542,8272.677808606542,510.0
2005-08-31,8869.65535979874,8359.65535979874,510.0
2005-09-01,8823.462068224684,8313.462068224684,510.0
2005-09-02,8866.053976976384,8356.053976976384,510.0
2005-09-06,8951.715185786888,8441.715185786888,510.0
2005-09-07,8958.229629663498,8448.229629663498,510.0
2005-09-08,8875.007346291057,8365.007346291057,510.0
2005-09-09,8927.347376627593,8417.347376627593,510.0
2005-09-12,8980.380309168384,8470.380309168384,510.0
2005-09-13,8897.90291285948,8387.90291285948,510.0
2005-09-14,8856.06464386919,8346.06464386919,510.0
2005-09-15,8883.094030902344,8373.094030902344,510.0
2005-09-16,8905.630407107737,8395.630407107737,510.0
2005-09-19,8975.480949046552,8435.480949046552,540.0
2005-09-20,8909.219560269103,8369.219560269103,540.0
2005-09-22,8880.471100643821,8340.471100643821,540.0
2005-09-23,8870.954257007183,8330.954257007183,540.0
2005-09-26,8897.678928474093,8357.678928474093,540.0
2005-09-27,8938.40041565017,8398.40041565017,540.0
2005-09-28,8915.285846934994,8375.285846934994,540.0
2005-09-29,8972.638882375655,8432.638882375655,540.0
2005-09-30,8933.075383637115,8393.075383637115,540.0
2005-10-03,9107.516527904643,8537.516527904643,570.0
2005-10-04,9055.573064975151,8485.573064975151,570.0
2005-10-05,9012.848815482534,8442.848815482534,570.0
2005-10-06,8971.824707839894,8401.824707839894,570.0
2005-10-07,8954.299676525263,8384.299676525263,570.0
2005-10-10,8891.998788882172,8321.998788882172,570.0
2005-10-11,8885.729692322397,8315.729692322397,570.0
2005-10-12,8786.75166840061,8216.75166840061,570.0
2005-10-13,8855.479658595004,8285.479658595004,570.0
2005-10-14,8964.940314025285,8394.940314025285,570.0
2005-10-17,9139.790963688194,8689.790963688194,450.0
2005-10-18,9020.902728518848,8570.902728518848,450.0
2005-10-19,9159.780131654976,8709.780131654976,450.0
2005-10-20,9016.542168049255,8566.542168049255,450.0
2005-10-21,9135.508648009332,8685.508648009332,450.0
