date,equity
2003-10-07,1000.0
2003-10-08,998.3300179029097
2003-10-09,1005.5259408388021
2003-10-10,996.4937740755402
2003-10-13,1148.7310130176515
2003-10-14,1154.3535597079338
2003-10-15,1155.1116824499209
2003-10-16,1151.7827222088042
2003-10-17,1134.8973494783932
2003-10-20,1148.2625511103324
2003-10-21,1144.9039372009845
2003-10-22,1118.3927673787089
2003-10-23,1118.225026016475
2003-10-24,1120.971908528106
2003-10-27,1275.8064374452733
2003-10-28,1292.1791052708334
2003-10-29,1295.8764917907633
2003-10-30,1301.4576478699942
2003-10-31,1302.2995450506396
2003-11-03,1327.6555071169091
2003-11-04,1321.7946033270455
2003-11-05,1325.974713908338
2003-11-06,1340.0858780582596
2003-11-07,1310.596368318272
2003-11-10,1446.3703669792765
2003-11-11,1446.8395280464897
2003-11-12,1452.3805906803666
2003-11-13,1446.3258947226848
2003-11-14,1439.2810089272373
2003-11-17,1444.8018330620955
2003-11-18,1414.343264959344
2003-11-19,1429.8405492733484
2003-11-20,1417.1138877910425
2003-11-21,1422.112414011467
2003-11-24,1607.4297035000777
2003-11-25,1605.4353000197855
2003-11-26,1602.7092605999867
2003-11-28,1599.7315127113088
2003-12-01,1621.738746737906
2003-12-02,1608.2429879461763
2003-12-03,1610.0302258531374
2003-12-04,1630.6918400846437
2003-12-05,1608.8299251971118
2003-12-08,1762.2122083234888
2003-12-09,1761.8280179876517
2003-12-10,1765.1687191502554
2003-12-11,1794.558542235115
2003-12-12,1794.2250317939033
2003-12-15,1785.2653213163699
2003-12-16,1812.0449537908587
2003-12-17,1818.1525202859157
2003-12-18,1846.0802942380908
2003-12-19,1849.0951794104626
2003-12-22,2001.4229735137817
2003-12-23,1989.0004353773854
2003-12-24,1965.650454636209
2003-12-26,1971.148856206342
2003-12-29,1996.3155279531013
2003-12-30,1974.0991351991427
2003-12-31,1980.4544433773935
2004-01-02,1972.392954073586
2004-01-05,2126.4176513973116
2004-01-06,2137.4691912110566
2004-01-07,2149.5201975171335
2004-01-08,2140.0103551558723
2004-01-09,2113.0301646183048
2004-01-12,2132.6459730842207
2004-01-13,2111.7399578588797
2004-01-14,2160.3700264425333
2004-01-15,2176.2807782419604
2004-01-16,2189.270835869175
2004-01-20,2327.0643295696573
2004-01-21,2360.4773528630835
2004-01-22,2344.906819157885
2004-01-23,2368.2213757873683
2004-01-26,2399.4860050809993
2004-01-27,2363.624343573891
2004-01-28,2372.399666515493
2004-01-29,2381.326570883881
2004-01-30,2370.0464223506206
2004-02-02,2552.938370035829
2004-02-03,2547.1567630975974
2004-02-04,2522.552930605301
2004-02-05,2537.8980115497307
2004-02-06,2533.9522846751115
2004-02-09,2548.4338125108243
2004-02-10,2562.2536838740916
2004-02-11,2557.56207924341
2004-02-12,2556.837365292543
2004-02-13,2549.973365776913
2004-02-17,2701.3920273856493
2004-02-18,2715.6031681595787
2004-02-19,2715.9379185679977
2004-02-20,2723.999033276797
2004-02-23,2715.291738293838
2004-02-24,2697.3566429229822
2004-02-25,2722.946624591267
2004-02-26,2740.722375710895
2004-02-27,2724.6648983313835
2004-03-01,2906.4119048748585
2004-03-02,2903.661436686141
2004-03-03,2901.795975645898
2004-03-04,2894.560648912889
2004-03-05,2878.5933587036984
2004-03-08,2834.8661696049903
2004-03-09,2838.521672908052
2004-03-10,2790.2916220011575
2004-03-11,2739.1323527090826
2004-03-12,2809.674666472755
2004-03-15,2924.4005743541197
2004-03-16,2939.917876477969
2004-03-17,2986.1699395889605
2004-03-18,2958.8585898442398
2004-03-19,2928.539006881313
2004-03-22,2894.180083461731
2004-03-23,2886.1318595049
2004-03-24,2902.169353866787
2004-03-25,2922.5632717829562
2004-03-26,2897.4189912825814
2004-03-29,3067.4021491269095
2004-03-30,3070.2291738753047
2004-03-31,3082.7084242821943
2004-04-01,3095.795977388087
2004-04-02,3135.42010923469
2004-04-05,3152.8915300214708
2004-04-06,3135.3554716612653
2004-04-07,3127.272880977757
2004-04-08,3156.6001072044673
2004-04-12,3322.125291880061
2004-04-13,3294.2966525269944
2004-04-14,3322.025895677039
2004-04-15,3308.197627563796
2004-04-16,3337.894081863065
2004-04-19,3338.1422144550615
2004-04-20,3307.7461370887945
2004-04-21,3338.2610549595815
2004-04-22,3372.126627790766
2004-04-23,3388.085281875558
2004-04-26,3513.9274624860755
2004-04-27,3517.786259733936
2004-04-28,3531.060892015578
2004-04-29,3492.4374117199814
2004-04-30,3463.2461715507493
2004-05-03,3504.7302349596503
2004-05-04,3498.8557454199113
2004-05-05,3524.932103850536
2004-05-06,3505.051374028096
2004-05-07,3464.0823210183244
2004-05-10,3598.057837398038
2004-05-11,3615.699740196896
2004-05-12,3640.0731483359004
2004-05-13,3641.6386171354975
2004-05-14,3627.866495570842
2004-05-17,3618.1319936981204
2004-05-18,3623.3446156451782
2004-05-19,3572.885519369247
2004-05-20,3564.0141751671267
2004-05-21,3577.235245859511
2004-05-24,3740.909916894317
2004-05-25,3795.0662542670425
2004-05-26,3806.9098958737586
2004-05-27,3790.8422070527577
2004-05-28,3805.589706024281
2004-06-01,3812.5301364705265
2004-06-02,3809.9342944324894
2004-06-03,3778.7934355336843
2004-06-04,3778.8764540905368
2004-06-07,3969.087357321193
2004-06-08,3983.486594406427
2004-06-09,3980.333580398814
2004-06-10,3997.8633212923455
2004-06-14,4012.529190419492
2004-06-15,4016.2417931120017
2004-06-16,4029.613254484151
2004-06-17,4022.7266197864897
2004-06-18,4001.567068279831
2004-06-21,4136.717392631905
2004-06-22,4138.955202869592
2004-06-23,4180.75613508633
2004-06-24,4125.655370079633
2004-06-25,4184.503092823639
2004-06-28,4096.00875709724
2004-06-29,4107.485159990628
2004-06-30,4090.8190272270167
2004-07-01,4028.882764220192
2004-07-02,3999.829196558812
2004-07-06,4126.438647898042
2004-07-07,4121.451576020953
2004-07-08,4082.5805376093876
2004-07-09,4091.9621468940313
2004-07-12,4097.212249359588
2004-07-13,4097.34563484514
2004-07-14,4101.015323105173
2004-07-15,4075.7677953843827
2004-07-16,4034.6028665811486
2004-07-19,4156.135009461054
2004-07-20,4224.048135187593
2004-07-21,4179.9219080280145
2004-07-22,4173.300213746193
2004-07-23,4158.156841123153
2004-07-26,4175.548129971359
2004-07-27,4218.826638039366
2004-07-28,4220.713714740113
2004-07-29,4225.975849951842
2004-07-30,4256.114998813258
2004-08-02,4414.307360670751
2004-08-03,4334.389356440406
2004-08-04,4328.403555782516
2004-08-05,4265.795539417553
2004-08-06,4203.8433634536805
2004-08-09,4207.508851893879
2004-08-10,4269.862191623783
2004-08-11,4277.663280165148
2004-08-12,4252.714832784081
2004-08-13,4215.940289328631
2004-08-16,4374.353002870835
2004-08-17,4399.328406290209
2004-08-18,4437.769322775246
2004-08-19,4397.387293318507
2004-08-20,4433.374751353854
2004-08-23,4453.139679336522
2004-08-24,4453.743055227044
2004-08-25,4480.234928671199
2004-08-26,4489.852037248265
2004-08-27,4526.049454094471
2004-08-30,4651.330024797994
2004-08-31,4658.3467832953365
2004-09-01,4645.810483933384
2004-09-02,4676.0975133381835
2004-09-03,4657.3526116410585
2004-09-07,4642.661074694914
2004-09-08,4642.290828844543
2004-09-09,4624.874271244008
2004-09-10,4662.085627311923
2004-09-13,4865.028802474423
2004-09-14,4844.919178044946
2004-09-15,4819.78879632885
2004-09-16,4810.821265966083
2004-09-17,4856.742631794463
2004-09-20,4817.127490921934
2004-09-21,4812.3193229677
2004-09-22,4737.48065409059
2004-09-23,4699.881153397154
2004-09-24,4700.454582503292
2004-09-27,4810.983256967323
2004-09-28,4832.484834929309
2004-09-29,4851.456964381252
2004-09-30,4816.6764551595925
2004-10-01,4895.410775005735
2004-10-04,4948.32459571945
2004-10-05,4906.9604611574805
2004-10-06,4935.468975738129
2004-10-07,4880.595009515067
2004-10-08,4808.254666202586
2004-10-11,4990.65046606599
2004-10-12,4976.364226402012
2004-10-13,4942.799820383748
2004-10-14,4893.9547008475065
2004-10-15,4906.484664987634
2004-10-18,4946.247534291868
2004-10-19,4901.496145047318
2004-10-20,4846.2126362514455
2004-10-21,4872.69086618678
2004-10-22,4781.518274748789
2004-10-25,4875.9483226482
2004-10-26,4964.295929401434
2004-10-27,5028.036210763609
2004-10-29,5007.323826985548
2004-11-01,5043.309846837648
2004-11-02,5058.705154582651
2004-11-03,5043.024212311103
2004-11-04,5111.034192590656
2004-11-05,5100.852032692613
2004-11-08,5231.968399451606
2004-11-09,5244.870060539379
2004-11-10,5233.589047456684
2004-11-11,5272.969427716002
2004-11-12,5302.132827358901
2004-11-15,5354.369121539374
2004-11-16,5284.6279363794
2004-11-17,5308.892703109141
2004-11-18,5375.759634293756
2004-11-19,5246.381648596109
2004-11-22,5398.381969149956
2004-11-23,5407.986126977944
2004-11-24,5392.459663422941
2004-11-26,5373.744901965165
2004-11-29,5390.605193476929
2004-11-30,5404.27574903244
2004-12-01,5445.915161891192
2004-12-02,5500.685725736427
2004-12-03,5475.824423256223
2004-12-06,5673.680886477692
2004-12-07,5655.5012587165
2004-12-08,5728.099586505619
2004-12-09,5776.237361490331
2004-12-10,5789.621016125193
2004-12-13,5859.167006990131
2004-12-14,5926.54159625385
2004-12-15,5872.012897418871
2004-12-16,5910.758161525177
2004-12-17,5847.548628561184
2004-12-20,5999.492220218418
2004-12-21,6040.773579050706
2004-12-22,6111.0378002394755
2004-12-23,6084.5112488471095
2004-12-27,5999.046404444611
2004-12-28,6022.489913580688
2004-12-29,5994.74872764516
2004-12-30,5958.645062549189
2004-12-31,5931.038580984942
2005-01-03,6085.998465396037
2005-01-04,6078.325193970051
2005-01-05,6052.200727447858
2005-01-06,6137.123453301441
2005-01-07,6108.484188669981
2005-01-10,6084.528287641764
2005-01-11,6033.196729437759
2005-01-12,5966.693895214705
2005-01-13,5922.335010790001
2005-01-14,6009.020868706599
2005-01-18,6274.5744416077305
2005-01-19,6233.784353017382
2005-01-20,6218.505441365146
2005-01-21,6095.711431404938
2005-01-24,6120.714975638433
2005-01-25,6193.717520040041
2005-01-26,6202.203810170756
2005-01-27,6235.464457563057
2005-01-28,6238.4878954318265
2005-01-31,6438.423719686238
2005-02-01,6435.405840930853
2005-02-02,6485.277446997613
2005-02-03,6483.059691164529
2005-02-04,6598.756226340755
2005-02-07,6621.101388260867
2005-02-08,6595.019206125656
2005-02-09,6539.352432630966
2005-02-10,6533.9832013796085
2005-02-11,6547.741436938322
2005-02-14,6692.861841183082
2005-02-15,6700.944579384684
2005-02-16,6736.419615451183
2005-02-17,6637.645082111384
2005-02-18,6681.10629396682
2005-02-22,6534.330773348944
2005-02-23,6701.41315572622
2005-02-24,6704.128511319213
2005-02-25,6767.201005617134
2005-02-28,6841.717290374131
2005-03-01,6911.95165613286
2005-03-02,6894.055093638456
2005-03-03,6926.426056474101
2005-03-04,6945.591478405291
2005-03-07,6932.061316181922
2005-03-08,6813.904451509678
2005-03-09,6705.353438578051
2005-03-10,6699.154013890409
2005-03-11,6669.335620708505
2005-03-14,6871.460970365368
2005-03-15,6813.608121536849
2005-03-16,6730.5800383109245
2005-03-17,6734.046855351793
2005-03-18,6710.13828949851
2005-03-21,6742.044397161678
2005-03-22,6665.817517790418
2005-03-23,6706.280571705544
2005-03-24,6714.860561120848
2005-03-28,6892.309740945991
2005-03-29,6797.6074511214
2005-03-30,6932.028430147817
2005-03-31,6878.748290828397
2005-04-01,6869.3564656970675
2005-04-04,6932.093605361588
2005-04-05,6942.30275322059
2005-04-06,6989.827978622694
2005-04-07,7029.271178895979
2005-04-08,6997.129528171535
2005-04-11,7171.823074094328
2005-04-12,7234.000929038854
2005-04-13,7148.10636817441
2005-04-14,7082.229993286254
2005-04-15,7006.735125400431
2005-04-18,7027.0894574544345
2005-04-19,7030.089302683401
2005-04-20,6946.582308363937
2005-04-21,7079.200937230622
2005-04-22,7037.558038319831
2005-04-25,7241.285145331017
2005-04-26,7208.596547608042
2005-04-27,7272.806379861218
2005-04-28,7188.51370241563
2005-04-29,7320.421204953136
