date,equity
2003-10-15,1000.0
2003-10-16,997.1187158910259
2003-10-17,1132.5004260169717
2003-10-20,1145.8371514624075
2003-10-21,1142.486506618436
2003-10-22,1116.0314427835156
2003-10-23,1115.863436611743
2003-10-24,1118.6045182337575
2003-10-27,1123.429086086349
2003-10-28,1137.845642626701
2003-10-29,1141.1019248801294
2003-10-30,1146.0166137222716
2003-10-31,1146.7582081987207
2003-11-03,1319.0849953389163
2003-11-04,1313.2624952739077
2003-11-05,1317.4161950773207
2003-11-06,1331.434694204753
2003-11-07,1302.136686003993
2003-11-10,1288.0022310673453
2003-11-11,1288.4201627503376
2003-11-12,1293.3535364013808
2003-11-13,1287.9627672805493
2003-11-14,1281.6891115536125
2003-11-17,1436.6045966369013
2003-11-18,1406.319606305625
2003-11-19,1421.7292866529313
2003-11-20,1409.075290650433
2003-11-21,1414.0453042741315
2003-11-24,1449.160985051173
2003-11-25,1447.3632685870639
2003-11-26,1444.9061060947402
2003-11-28,1442.2217035770084
2003-12-01,1462.0624123416162
2003-12-02,1449.8948261481542
2003-12-03,1601.5060917452442
2003-12-04,1622.0590083562277
2003-12-05,1600.3114575521174
2003-12-08,1603.676009043894
2003-12-09,1603.327584144786
2003-12-10,1606.3668796678078
2003-12-11,1633.1128510164804
2003-12-12,1632.8091714756904
2003-12-15,1624.6563785322705
2003-12-16,1649.0262902222953
2003-12-17,1804.5833454806257
2003-12-18,1832.3042367944822
2003-12-19,1835.2956619483537
2003-12-22,1837.6060880863647
2003-12-23,1826.2012886434406
2003-12-24,1804.7634386623647
2003-12-26,1809.8108564938798
2003-12-29,1832.9174495170657
2003-12-30,1812.519837237827
2003-12-31,1818.354778497485
2004-01-02,1810.9529340278946
2004-01-05,1964.6483930125692
2004-01-06,1974.8581733096034
2004-01-07,1985.9925851382397
2004-01-08,1977.2068161891045
2004-01-09,1952.278776721776
2004-01-12,1970.4026875111801
2004-01-13,1951.0873186377455
2004-01-14,1996.0172018868761
2004-01-15,2010.7167161834102
2004-01-16,2022.7205619746921
2004-01-20,2011.4412651810035
2004-01-21,2040.3222329256948
2004-01-22,2026.8639562769163
2004-01-23,2047.0173498167364
2004-01-26,2074.041518616076
2004-01-27,2043.044222699951
2004-01-28,2050.6283226653363
2004-01-29,2058.3438384581127
